,year,month,hour,pm2_5,dewp,temp,pres,cbwd,iws,is,ir,DiaDeLaSemana
9119,2011,1,23,33.0,-25,-10.0,1038.0,NW,3.13,0,0,Saturday
9120,2011,1,0,29.0,-24,-12.0,1038.0,NW,6.26,0,0,Sunday
9121,2011,1,1,24.0,-24,-10.0,1037.0,NW,9.39,0,0,Sunday
9122,2011,1,2,16.0,-24,-11.0,1038.0,NE,1.79,0,0,Sunday
9123,2011,1,3,14.0,-24,-12.0,1038.0,NW,3.13,0,0,Sunday
9124,2011,1,4,13.0,-24,-11.0,1037.0,cv,0.89,0,0,Sunday
9125,2011,1,5,13.0,-24,-12.0,1037.0,NE,1.79,0,0,Sunday
9126,2011,1,6,13.0,-24,-11.0,1037.0,NW,0.89,0,0,Sunday
9127,2011,1,7,19.0,-24,-13.0,1037.0,NW,2.68,0,0,Sunday
9128,2011,1,8,11.0,-24,-12.0,1038.0,NW,4.47,0,0,Sunday
9129,2011,1,9,17.0,-23,-9.0,1038.0,NW,7.6,0,0,Sunday
9130,2011,1,10,26.0,-22,-7.0,1039.0,NE,4.02,0,0,Sunday
9131,2011,1,11,25.0,-22,-5.0,1038.0,NW,4.02,0,0,Sunday
9132,2011,1,12,31.0,-21,-4.0,1037.0,NW,5.81,0,0,Sunday
9133,2011,1,13,37.0,-21,-3.0,1035.0,cv,0.89,0,0,Sunday
9134,2011,1,14,30.0,-21,-3.0,1035.0,NW,1.79,0,0,Sunday
9135,2011,1,15,40.0,-21,-2.0,1034.0,cv,1.79,0,0,Sunday
9136,2011,1,16,39.0,-20,-3.0,1034.0,NW,1.79,0,0,Sunday
9137,2011,1,17,56.0,-20,-5.0,1035.0,SE,1.79,0,0,Sunday
9138,2011,1,18,60.0,-19,-5.0,1035.0,SE,2.68,0,0,Sunday
9139,2011,1,19,72.0,-20,-7.0,1036.0,cv,0.89,0,0,Sunday
9140,2011,1,20,61.0,-19,-9.0,1036.0,cv,1.78,0,0,Sunday
9141,2011,1,21,70.0,-18,-8.0,1036.0,cv,2.23,0,0,Sunday
9142,2011,1,22,73.0,-19,-9.0,1036.0,NW,0.89,0,0,Sunday
9143,2011,1,23,77.0,-20,-12.0,1036.0,NW,4.02,0,0,Sunday
9144,2011,1,0,107.0,-20,-11.0,1036.0,NW,5.81,0,0,Monday
9145,2011,1,1,130.0,-21,-10.0,1036.0,NW,8.94,0,0,Monday
9146,2011,1,2,128.0,-22,-10.0,1036.0,NW,12.96,0,0,Monday
9147,2011,1,3,50.0,-22,-11.0,1036.0,NW,16.98,0,0,Monday
9148,2011,1,4,41.0,-22,-12.0,1036.0,NW,21.0,0,0,Monday
9149,2011,1,5,40.0,-22,-12.0,1036.0,NW,24.13,0,0,Monday
9150,2011,1,6,34.0,-22,-11.0,1036.0,NW,27.26,0,0,Monday
9151,2011,1,7,37.0,-22,-12.0,1037.0,NW,30.39,0,0,Monday
9152,2011,1,8,30.0,-21,-11.0,1037.0,NW,33.52,0,0,Monday
9153,2011,1,9,36.0,-21,-8.0,1037.0,NW,37.54,0,0,Monday
9154,2011,1,10,27.0,-20,-6.0,1037.0,NW,41.56,0,0,Monday
9155,2011,1,11,26.0,-20,-4.0,1037.0,NW,48.71,0,0,Monday
9156,2011,1,12,18.0,-20,-3.0,1035.0,NW,56.76,0,0,Monday
9157,2011,1,13,20.0,-20,-3.0,1034.0,NW,63.91,0,0,Monday
9158,2011,1,14,23.0,-20,-2.0,1033.0,NW,72.85,0,0,Monday
9159,2011,1,15,14.0,-20,-2.0,1033.0,NW,80.9,0,0,Monday
9160,2011,1,16,18.0,-20,-3.0,1033.0,NW,88.95,0,0,Monday
9161,2011,1,17,17.0,-20,-3.0,1033.0,NW,96.1,0,0,Monday
9162,2011,1,18,20.0,-20,-4.0,1033.0,NW,104.15,0,0,Monday
9163,2011,1,19,17.0,-20,-4.0,1034.0,NW,111.3,0,0,Monday
9164,2011,1,20,26.0,-21,-5.0,1034.0,NW,116.22,0,0,Monday
9165,2011,1,21,24.0,-22,-7.0,1034.0,NW,120.24,0,0,Monday
9166,2011,1,22,16.0,-21,-7.0,1035.0,NW,126.05,0,0,Monday
9167,2011,1,23,10.0,-21,-8.0,1035.0,NW,130.97,0,0,Monday
9168,2011,1,0,12.0,-22,-10.0,1035.0,NE,1.79,0,0,Tuesday
9169,2011,1,1,12.0,-22,-10.0,1035.0,NW,4.02,0,0,Tuesday
9170,2011,1,2,12.0,-23,-10.0,1035.0,NE,4.02,0,0,Tuesday
9171,2011,1,3,13.0,-23,-10.0,1035.0,NW,4.02,0,0,Tuesday
9172,2011,1,4,13.0,-23,-12.0,1035.0,NW,8.94,0,0,Tuesday
9173,2011,1,5,16.0,-23,-12.0,1035.0,NW,13.86,0,0,Tuesday
9174,2011,1,6,18.0,-23,-14.0,1035.0,NW,16.99,0,0,Tuesday
9175,2011,1,7,17.0,-23,-13.0,1035.0,NW,21.01,0,0,Tuesday
9176,2011,1,8,24.0,-23,-13.0,1035.0,NW,24.14,0,0,Tuesday
9177,2011,1,9,31.0,-23,-10.0,1035.0,NW,28.16,0,0,Tuesday
9178,2011,1,10,31.0,-22,-8.0,1035.0,NW,31.29,0,0,Tuesday
9179,2011,1,11,30.0,-22,-6.0,1035.0,NW,34.42,0,0,Tuesday
9180,2011,1,12,31.0,-21,-4.0,1034.0,NW,42.47,0,0,Tuesday
9181,2011,1,13,23.0,-21,-4.0,1033.0,NW,48.28,0,0,Tuesday
9182,2011,1,14,18.0,-21,-3.0,1032.0,NW,53.2,0,0,Tuesday
9183,2011,1,15,19.0,-22,-3.0,1031.0,NW,60.35,0,0,Tuesday
9184,2011,1,16,19.0,-22,-3.0,1031.0,NW,67.5,0,0,Tuesday
9185,2011,1,17,18.0,-22,-3.0,1031.0,NW,73.31,0,0,Tuesday
9186,2011,1,18,17.0,-21,-4.0,1032.0,NW,79.12,0,0,Tuesday
9187,2011,1,19,21.0,-21,-4.0,1032.0,NW,84.93,0,0,Tuesday
9188,2011,1,20,28.0,-22,-5.0,1032.0,NW,88.95,0,0,Tuesday
9189,2011,1,21,25.0,-22,-7.0,1033.0,NW,92.97,0,0,Tuesday
9190,2011,1,22,21.0,-23,-9.0,1033.0,NW,94.76,0,0,Tuesday
9191,2011,1,23,16.0,-23,-12.0,1034.0,NW,98.78,0,0,Tuesday
9192,2011,1,0,22.0,-22,-9.0,1034.0,NW,101.91,0,0,Wednesday
9193,2011,1,1,24.0,-23,-11.0,1034.0,NW,103.7,0,0,Wednesday
9194,2011,1,2,20.0,-23,-12.0,1034.0,NW,106.83,0,0,Wednesday
9195,2011,1,3,26.0,-22,-11.0,1034.0,NW,111.75,0,0,Wednesday
9196,2011,1,4,21.0,-23,-13.0,1034.0,NW,114.88,0,0,Wednesday
9197,2011,1,5,17.0,-23,-11.0,1033.0,NW,116.67,0,0,Wednesday
9198,2011,1,6,23.0,-23,-10.0,1033.0,NW,119.8,0,0,Wednesday
9199,2011,1,7,23.0,-22,-12.0,1034.0,SE,1.79,0,0,Wednesday
9200,2011,1,8,14.0,-23,-11.0,1034.0,NE,1.79,0,0,Wednesday
9201,2011,1,9,21.0,-22,-8.0,1034.0,NW,4.92,0,0,Wednesday
9202,2011,1,10,26.0,-21,-6.0,1034.0,NW,8.94,0,0,Wednesday
9203,2011,1,11,25.0,-21,-4.0,1033.0,NW,12.96,0,0,Wednesday
9204,2011,1,12,21.0,-21,-2.0,1032.0,NW,18.77,0,0,Wednesday
9205,2011,1,13,21.0,-22,-2.0,1031.0,NW,27.71,0,0,Wednesday
9206,2011,1,14,24.0,-22,-1.0,1030.0,NW,33.52,0,0,Wednesday
9207,2011,1,15,13.0,-22,-1.0,1030.0,NW,40.67,0,0,Wednesday
9208,2011,1,16,13.0,-22,-1.0,1030.0,NW,46.48,0,0,Wednesday
9209,2011,1,17,12.0,-23,-1.0,1030.0,NW,52.29,0,0,Wednesday
9210,2011,1,18,16.0,-22,-2.0,1031.0,NW,58.1,0,0,Wednesday
9211,2011,1,19,18.0,-23,-6.0,1032.0,NW,62.12,0,0,Wednesday
9212,2011,1,20,24.0,-23,-9.0,1032.0,NW,65.25,0,0,Wednesday
9213,2011,1,21,16.0,-22,-6.0,1032.0,NE,4.02,0,0,Wednesday
9214,2011,1,22,34.0,-22,-7.0,1033.0,NE,8.04,0,0,Wednesday
9215,2011,1,23,24.0,-21,-7.0,1033.0,NE,12.06,0,0,Wednesday
9216,2011,1,0,17.0,-22,-8.0,1033.0,NW,1.79,0,0,Thursday
9217,2011,1,1,15.0,-22,-11.0,1034.0,NW,5.81,0,0,Thursday
9218,2011,1,2,20.0,-22,-11.0,1034.0,NW,10.73,0,0,Thursday
9219,2011,1,3,13.0,-22,-10.0,1034.0,NW,14.75,0,0,Thursday
9220,2011,1,4,17.0,-22,-10.0,1033.0,NE,3.13,0,0,Thursday
9221,2011,1,5,17.0,-22,-13.0,1033.0,NW,3.13,0,0,Thursday
9222,2011,1,6,20.0,-21,-12.0,1033.0,NW,8.05,0,0,Thursday
9223,2011,1,7,20.0,-21,-13.0,1033.0,NW,12.07,0,0,Thursday
9224,2011,1,8,15.0,-21,-11.0,1033.0,NW,15.2,0,0,Thursday
9225,2011,1,9,26.0,-21,-8.0,1033.0,NE,4.92,0,0,Thursday
9226,2011,1,10,25.0,-22,-6.0,1033.0,NW,3.13,0,0,Thursday
9227,2011,1,11,27.0,-22,-4.0,1032.0,NW,4.92,0,0,Thursday
9228,2011,1,12,44.0,-21,-3.0,1031.0,NW,8.05,0,0,Thursday
9229,2011,1,13,29.0,-22,-2.0,1030.0,NW,9.84,0,0,Thursday
9230,2011,1,14,19.0,-22,0.0,1028.0,NW,12.97,0,0,Thursday
9231,2011,1,15,25.0,-24,0.0,1028.0,NW,14.76,0,0,Thursday
9232,2011,1,16,47.0,-22,-1.0,1028.0,SE,1.79,0,0,Thursday
9233,2011,1,17,58.0,-22,-3.0,1028.0,SE,3.58,0,0,Thursday
9234,2011,1,18,59.0,-21,-4.0,1028.0,cv,0.45,0,0,Thursday
9235,2011,1,19,70.0,-21,-5.0,1028.0,cv,1.34,0,0,Thursday
9236,2011,1,20,74.0,-21,-6.0,1028.0,cv,2.23,0,0,Thursday
9237,2011,1,21,82.0,-20,-7.0,1028.0,cv,2.68,0,0,Thursday
9238,2011,1,22,91.0,-19,-9.0,1029.0,cv,3.57,0,0,Thursday
9239,2011,1,23,100.0,-21,-9.0,1029.0,cv,4.02,0,0,Thursday
9240,2011,1,0,124.0,-21,-8.0,1029.0,NW,1.79,0,0,Friday
9241,2011,1,1,120.0,-21,-9.0,1029.0,NW,3.58,0,0,Friday
9242,2011,1,2,45.0,-21,-8.0,1029.0,NW,6.71,0,0,Friday
9243,2011,1,3,36.0,-22,-10.0,1029.0,NW,10.73,0,0,Friday
9244,2011,1,4,34.0,-22,-11.0,1028.0,NW,13.86,0,0,Friday
9245,2011,1,5,39.0,-21,-11.0,1028.0,NW,16.99,0,0,Friday
9246,2011,1,6,27.0,-22,-10.0,1028.0,NW,21.01,0,0,Friday
9247,2011,1,7,20.0,-21,-11.0,1029.0,NW,25.03,0,0,Friday
9248,2011,1,8,31.0,-21,-10.0,1029.0,NE,4.02,0,0,Friday
9249,2011,1,9,32.0,-21,-5.0,1030.0,NW,4.92,0,0,Friday
9250,2011,1,10,36.0,-21,-4.0,1030.0,NE,4.92,0,0,Friday
9251,2011,1,11,42.0,-20,-3.0,1029.0,NE,8.94,0,0,Friday
9252,2011,1,12,29.0,-20,-1.0,1028.0,NW,3.13,0,0,Friday
9253,2011,1,13,24.0,-20,0.0,1027.0,NW,6.26,0,0,Friday
9254,2011,1,14,30.0,-21,1.0,1026.0,NW,9.39,0,0,Friday
9255,2011,1,15,35.0,-21,2.0,1026.0,cv,0.89,0,0,Friday
9256,2011,1,16,37.0,-20,2.0,1026.0,NW,4.92,0,0,Friday
9257,2011,1,17,67.0,-20,1.0,1026.0,NW,8.05,0,0,Friday
9258,2011,1,18,102.0,-19,-2.0,1027.0,SE,1.79,0,0,Friday
9259,2011,1,19,155.0,-17,-1.0,1028.0,SE,4.92,0,0,Friday
9260,2011,1,20,144.0,-17,-1.0,1028.0,NW,3.13,0,0,Friday
9261,2011,1,21,154.0,-18,-7.0,1029.0,cv,0.89,0,0,Friday
9262,2011,1,22,170.0,-17,-6.0,1029.0,cv,1.34,0,0,Friday
9263,2011,1,23,187.0,-19,-8.0,1029.0,NW,1.79,0,0,Friday
9264,2011,1,0,191.0,-19,-11.0,1029.0,NW,4.92,0,0,Saturday
9265,2011,1,1,130.0,-18,-9.0,1028.0,NW,8.05,0,0,Saturday
9266,2011,1,2,74.0,-18,-10.0,1028.0,NW,8.94,0,0,Saturday
9267,2011,1,3,51.0,-18,-10.0,1028.0,cv,0.45,0,0,Saturday
9268,2011,1,4,43.0,-18,-9.0,1028.0,NW,3.13,0,0,Saturday
9269,2011,1,5,44.0,-19,-10.0,1028.0,NW,6.26,0,0,Saturday
9270,2011,1,6,61.0,-19,-13.0,1028.0,NW,10.28,0,0,Saturday
9271,2011,1,7,67.0,-18,-11.0,1029.0,NW,12.07,0,0,Saturday
9272,2011,1,8,88.0,-18,-10.0,1029.0,NW,15.2,0,0,Saturday
9273,2011,1,9,91.0,-17,-8.0,1029.0,NW,18.33,0,0,Saturday
9274,2011,1,10,54.0,-17,-4.0,1029.0,NE,4.02,0,0,Saturday
9275,2011,1,11,49.0,-17,-3.0,1029.0,NW,4.92,0,0,Saturday
9276,2011,1,12,50.0,-16,-2.0,1028.0,NW,8.05,0,0,Saturday
9277,2011,1,13,48.0,-16,-1.0,1027.0,NW,11.18,0,0,Saturday
9278,2011,1,14,44.0,-16,0.0,1026.0,NW,16.99,0,0,Saturday
9279,2011,1,15,46.0,-16,1.0,1026.0,NW,24.14,0,0,Saturday
9280,2011,1,16,48.0,-18,0.0,1026.0,NW,32.19,0,0,Saturday
9281,2011,1,17,45.0,-17,-1.0,1027.0,NW,40.24,0,0,Saturday
9282,2011,1,18,36.0,-18,-2.0,1027.0,NW,45.16,0,0,Saturday
9283,2011,1,19,23.0,-19,-2.0,1029.0,NW,52.31,0,0,Saturday
9284,2011,1,20,29.0,-21,-3.0,1029.0,NW,60.36,0,0,Saturday
9285,2011,1,21,11.0,-22,-4.0,1030.0,NW,68.41,0,0,Saturday
9286,2011,1,22,12.0,-21,-6.0,1031.0,NW,75.56,0,0,Saturday
9287,2011,1,23,16.0,-22,-6.0,1032.0,NW,81.37,0,0,Saturday
9288,2011,1,0,11.0,-22,-7.0,1032.0,NW,88.52,0,0,Sunday
9289,2011,1,1,12.0,-23,-7.0,1032.0,NW,96.57,0,0,Sunday
9290,2011,1,2,13.0,-23,-8.0,1032.0,NW,103.72,0,0,Sunday
9291,2011,1,3,12.0,-23,-10.0,1033.0,NW,106.85,0,0,Sunday
9292,2011,1,4,12.0,-22,-8.0,1032.0,NW,114.0,0,0,Sunday
9293,2011,1,5,11.0,-22,-8.0,1032.0,NW,121.15,0,0,Sunday
9294,2011,1,6,10.0,-22,-9.0,1032.0,NW,126.07,0,0,Sunday
9295,2011,1,7,10.0,-22,-9.0,1032.0,NW,131.88,0,0,Sunday
9296,2011,1,8,12.0,-22,-8.0,1033.0,NW,139.03,0,0,Sunday
9297,2011,1,9,14.0,-21,-7.0,1034.0,NW,147.08,0,0,Sunday
9298,2011,1,10,15.0,-21,-6.0,1033.0,NW,155.13,0,0,Sunday
9299,2011,1,11,14.0,-21,-5.0,1033.0,NW,163.18,0,0,Sunday
9300,2011,1,12,13.0,-21,-4.0,1032.0,NW,172.12,0,0,Sunday
9301,2011,1,13,21.0,-20,-3.0,1031.0,NW,180.17,0,0,Sunday
9302,2011,1,14,19.0,-20,-2.0,1030.0,NW,191.35,0,0,Sunday
9303,2011,1,15,18.0,-20,-2.0,1030.0,NW,199.4,0,0,Sunday
9304,2011,1,16,16.0,-20,-2.0,1031.0,NW,206.55,0,0,Sunday
9305,2011,1,17,20.0,-21,-2.0,1031.0,NW,213.7,0,0,Sunday
9306,2011,1,18,16.0,-20,-3.0,1032.0,NW,220.85,0,0,Sunday
9307,2011,1,19,21.0,-20,-3.0,1032.0,NW,228.0,0,0,Sunday
9308,2011,1,20,16.0,-20,-4.0,1033.0,NW,236.94,0,0,Sunday
9309,2011,1,21,11.0,-20,-4.0,1033.0,NW,244.99,0,0,Sunday
9310,2011,1,22,16.0,-21,-6.0,1034.0,NW,250.8,0,0,Sunday
9311,2011,1,23,15.0,-21,-8.0,1034.0,NW,255.72,0,0,Sunday
9312,2011,1,0,9.0,-21,-8.0,1034.0,NW,261.53,0,0,Monday
9313,2011,1,1,11.0,-22,-10.0,1034.0,NW,265.55,0,0,Monday
9314,2011,1,2,11.0,-21,-10.0,1034.0,NW,268.68,0,0,Monday
9315,2011,1,3,19.0,-22,-12.0,1034.0,NW,271.81,0,0,Monday
9316,2011,1,4,21.0,-21,-9.0,1034.0,cv,0.89,0,0,Monday
9317,2011,1,5,23.0,-22,-11.0,1034.0,NW,1.79,0,0,Monday
9318,2011,1,6,27.0,-22,-13.0,1034.0,NW,4.92,0,0,Monday
9319,2011,1,7,27.0,-22,-15.0,1034.0,NW,8.05,0,0,Monday
9320,2011,1,8,43.0,-21,-13.0,1034.0,NW,11.18,0,0,Monday
9321,2011,1,9,33.0,-20,-8.0,1035.0,cv,0.89,0,0,Monday
9322,2011,1,10,27.0,-20,-6.0,1035.0,NE,3.13,0,0,Monday
9323,2011,1,11,27.0,-20,-4.0,1035.0,NW,3.13,0,0,Monday
9324,2011,1,12,36.0,-19,-3.0,1033.0,NW,4.92,0,0,Monday
9325,2011,1,13,49.0,-19,-1.0,1032.0,cv,0.89,0,0,Monday
9326,2011,1,14,71.0,-19,-1.0,1031.0,SE,3.13,0,0,Monday
9327,2011,1,15,79.0,-19,0.0,1031.0,cv,0.89,0,0,Monday
9328,2011,1,16,63.0,-19,0.0,1031.0,SE,3.13,0,0,Monday
9329,2011,1,17,47.0,-19,-1.0,1030.0,SE,6.26,0,0,Monday
9330,2011,1,18,52.0,-19,-3.0,1031.0,SE,9.39,0,0,Monday
9331,2011,1,19,58.0,-19,-4.0,1031.0,cv,0.89,0,0,Monday
9332,2011,1,20,70.0,-18,-7.0,1031.0,NE,0.89,0,0,Monday
9333,2011,1,21,78.0,-19,-6.0,1031.0,NE,1.78,0,0,Monday
9334,2011,1,22,87.0,-18,-9.0,1031.0,NE,2.67,0,0,Monday
9335,2011,1,23,95.0,-18,-9.0,1031.0,NE,3.56,0,0,Monday
9336,2011,1,0,109.0,-20,-10.0,1031.0,NE,4.45,0,0,Tuesday
9337,2011,1,1,95.0,-19,-10.0,1031.0,NW,1.79,0,0,Tuesday
9338,2011,1,2,90.0,-19,-7.0,1032.0,NW,3.58,0,0,Tuesday
9339,2011,1,3,69.0,-19,-8.0,1032.0,NW,6.71,0,0,Tuesday
9340,2011,1,4,66.0,-20,-10.0,1032.0,NW,9.84,0,0,Tuesday
9341,2011,1,5,47.0,-20,-11.0,1032.0,NW,14.76,0,0,Tuesday
9342,2011,1,6,40.0,-20,-9.0,1032.0,NW,17.89,0,0,Tuesday
9343,2011,1,7,16.0,-20,-10.0,1033.0,NW,22.81,0,0,Tuesday
9344,2011,1,8,11.0,-20,-6.0,1034.0,NW,27.73,0,0,Tuesday
9345,2011,1,9,12.0,-22,-5.0,1035.0,NW,35.78,0,0,Tuesday
9346,2011,1,10,13.0,-22,-4.0,1035.0,NW,42.93,0,0,Tuesday
9347,2011,1,11,13.0,-22,-4.0,1036.0,NW,50.08,0,0,Tuesday
9348,2011,1,12,23.0,-21,-3.0,1035.0,NW,57.23,0,0,Tuesday
9349,2011,1,13,21.0,-21,-2.0,1035.0,NW,65.28,0,0,Tuesday
9350,2011,1,14,17.0,-20,-1.0,1034.0,NW,72.43,0,0,Tuesday
9351,2011,1,15,13.0,-21,-1.0,1034.0,NW,80.48,0,0,Tuesday
9352,2011,1,16,17.0,-21,0.0,1034.0,NW,89.42,0,0,Tuesday
9353,2011,1,17,17.0,-21,-2.0,1035.0,NW,95.23,0,0,Tuesday
9354,2011,1,18,11.0,-22,-4.0,1036.0,NW,99.25,0,0,Tuesday
9355,2011,1,19,12.0,-22,-5.0,1036.0,NE,3.13,0,0,Tuesday
9356,2011,1,20,25.0,-22,-5.0,1037.0,NE,4.92,0,0,Tuesday
9357,2011,1,21,23.0,-22,-7.0,1038.0,cv,0.89,0,0,Tuesday
9358,2011,1,22,32.0,-22,-10.0,1038.0,NE,1.79,0,0,Tuesday
9359,2011,1,23,31.0,-22,-11.0,1038.0,NW,1.79,0,0,Tuesday
9360,2011,1,0,34.0,-21,-9.0,1039.0,NW,3.58,0,0,Wednesday
9361,2011,1,1,37.0,-22,-10.0,1039.0,NW,6.71,0,0,Wednesday
9362,2011,1,2,29.0,-22,-10.0,1039.0,NW,8.5,0,0,Wednesday
9363,2011,1,3,35.0,-21,-11.0,1039.0,NW,10.29,0,0,Wednesday
9364,2011,1,4,21.0,-21,-11.0,1039.0,NW,12.08,0,0,Wednesday
9365,2011,1,5,21.0,-21,-11.0,1040.0,NW,13.87,0,0,Wednesday
9366,2011,1,6,26.0,-22,-13.0,1040.0,NW,15.66,0,0,Wednesday
9367,2011,1,7,41.0,-21,-13.0,1040.0,NW,17.45,0,0,Wednesday
9368,2011,1,8,82.0,-19,-11.0,1040.0,NW,20.58,0,0,Wednesday
9369,2011,1,9,58.0,-19,-10.0,1040.0,NW,22.37,0,0,Wednesday
9370,2011,1,10,56.0,-19,-7.0,1040.0,NW,24.16,0,0,Wednesday
9371,2011,1,11,61.0,-19,-4.0,1040.0,NW,25.95,0,0,Wednesday
9372,2011,1,12,54.0,-19,-3.0,1039.0,cv,0.89,0,0,Wednesday
9373,2011,1,13,46.0,-19,-2.0,1038.0,cv,1.78,0,0,Wednesday
9374,2011,1,14,55.0,-19,0.0,1037.0,SE,3.13,0,0,Wednesday
9375,2011,1,15,71.0,-18,0.0,1037.0,SE,4.92,0,0,Wednesday
9376,2011,1,16,83.0,-20,0.0,1036.0,cv,0.89,0,0,Wednesday
9377,2011,1,17,85.0,-18,-2.0,1037.0,NE,0.89,0,0,Wednesday
9378,2011,1,18,93.0,-19,-5.0,1038.0,NE,2.68,0,0,Wednesday
9379,2011,1,19,103.0,-19,-7.0,1038.0,NE,3.57,0,0,Wednesday
9380,2011,1,20,132.0,-18,-7.0,1039.0,cv,0.89,0,0,Wednesday
9381,2011,1,21,144.0,-17,-8.0,1039.0,cv,1.34,0,0,Wednesday
9382,2011,1,22,137.0,-19,-10.0,1040.0,NW,3.13,0,0,Wednesday
9383,2011,1,23,117.0,-19,-9.0,1041.0,NW,6.26,0,0,Wednesday
9384,2011,1,0,128.0,-19,-9.0,1041.0,NW,9.39,0,0,Thursday
9385,2011,1,1,161.0,-19,-8.0,1041.0,NW,12.52,0,0,Thursday
9386,2011,1,2,89.0,-19,-9.0,1041.0,NW,17.44,0,0,Thursday
9387,2011,1,3,40.0,-19,-9.0,1042.0,NW,22.36,0,0,Thursday
9388,2011,1,4,24.0,-19,-10.0,1042.0,NW,27.28,0,0,Thursday
9389,2011,1,5,20.0,-19,-9.0,1042.0,NW,31.3,0,0,Thursday
9390,2011,1,6,16.0,-19,-8.0,1043.0,NW,34.43,0,0,Thursday
9391,2011,1,7,19.0,-19,-9.0,1043.0,NW,38.45,0,0,Thursday
9392,2011,1,8,18.0,-20,-7.0,1043.0,NE,5.81,0,0,Thursday
9393,2011,1,9,19.0,-21,-6.0,1044.0,NE,10.73,0,0,Thursday
9394,2011,1,10,23.0,-20,-5.0,1045.0,NE,15.65,0,0,Thursday
9395,2011,1,11,8.0,-20,-4.0,1044.0,NE,20.57,0,0,Thursday
9396,2011,1,12,11.0,-20,-3.0,1043.0,NE,23.7,0,0,Thursday
9397,2011,1,13,17.0,-20,-3.0,1042.0,NW,4.02,0,0,Thursday
9398,2011,1,14,13.0,-21,-2.0,1040.0,NE,3.13,0,0,Thursday
9399,2011,1,15,14.0,-21,-2.0,1040.0,NE,6.26,0,0,Thursday
9400,2011,1,16,13.0,-21,-3.0,1040.0,NE,9.39,0,0,Thursday
9401,2011,1,17,12.0,-21,-3.0,1040.0,NE,11.18,0,0,Thursday
9402,2011,1,18,12.0,-22,-4.0,1040.0,NE,12.97,0,0,Thursday
9403,2011,1,19,11.0,-22,-4.0,1041.0,NE,13.86,0,0,Thursday
9404,2011,1,20,26.0,-21,-4.0,1041.0,NW,3.13,0,0,Thursday
9405,2011,1,21,19.0,-21,-4.0,1041.0,NW,6.26,0,0,Thursday
9406,2011,1,22,20.0,-21,-6.0,1041.0,NW,8.05,0,0,Thursday
9407,2011,1,23,32.0,-21,-7.0,1041.0,NW,9.84,0,0,Thursday
9408,2011,1,0,32.0,-21,-7.0,1041.0,NW,12.97,0,0,Friday
9409,2011,1,1,18.0,-21,-8.0,1041.0,NW,16.1,0,0,Friday
9410,2011,1,2,13.0,-21,-7.0,1040.0,NW,17.89,0,0,Friday
9411,2011,1,3,23.0,-21,-8.0,1039.0,NW,21.91,0,0,Friday
9412,2011,1,4,23.0,-21,-9.0,1040.0,NW,25.04,0,0,Friday
9413,2011,1,5,20.0,-21,-10.0,1040.0,NW,28.17,0,0,Friday
9414,2011,1,6,23.0,-21,-10.0,1039.0,NW,32.19,0,0,Friday
9415,2011,1,7,31.0,-21,-9.0,1039.0,NW,35.32,0,0,Friday
9416,2011,1,8,27.0,-20,-10.0,1039.0,SE,1.79,0,0,Friday
9417,2011,1,9,19.0,-20,-5.0,1039.0,NW,4.92,0,0,Friday
9418,2011,1,10,21.0,-20,-4.0,1039.0,NW,9.84,0,0,Friday
9419,2011,1,11,21.0,-20,-3.0,1039.0,NW,16.99,0,0,Friday
9420,2011,1,12,18.0,-20,-2.0,1038.0,NW,24.14,0,0,Friday
9421,2011,1,13,16.0,-20,-2.0,1037.0,NW,32.19,0,0,Friday
9422,2011,1,14,14.0,-20,-1.0,1036.0,NW,38.0,0,0,Friday
9423,2011,1,15,14.0,-21,-1.0,1034.0,NW,45.15,0,0,Friday
9424,2011,1,16,12.0,-22,-1.0,1034.0,NW,53.2,0,0,Friday
9425,2011,1,17,12.0,-22,-2.0,1034.0,NW,61.25,0,0,Friday
9426,2011,1,18,13.0,-23,-5.0,1035.0,NW,67.06,0,0,Friday
9427,2011,1,19,12.0,-22,-3.0,1036.0,NW,71.08,0,0,Friday
9428,2011,1,20,16.0,-22,-6.0,1036.0,NW,75.1,0,0,Friday
9429,2011,1,21,14.0,-21,-7.0,1036.0,NW,76.89,0,0,Friday
9430,2011,1,22,10.0,-21,-5.0,1037.0,NW,81.81,0,0,Friday
9431,2011,1,23,15.0,-21,-6.0,1037.0,NW,86.73,0,0,Friday
9432,2011,1,0,3.0,-23,-7.0,1037.0,NW,92.54,0,0,Saturday
9433,2011,1,1,6.0,-24,-8.0,1037.0,NW,97.46,0,0,Saturday
9434,2011,1,2,10.0,-24,-8.0,1037.0,NW,102.38,0,0,Saturday
9435,2011,1,3,7.0,-25,-9.0,1037.0,NW,108.19,0,0,Saturday
9436,2011,1,4,4.0,-25,-11.0,1037.0,NW,112.21,0,0,Saturday
9437,2011,1,5,2.0,-25,-11.0,1036.0,NW,117.13,0,0,Saturday
9438,2011,1,6,7.0,-24,-11.0,1036.0,NW,122.05,0,0,Saturday
9439,2011,1,7,11.0,-24,-12.0,1037.0,NW,125.18,0,0,Saturday
9440,2011,1,8,8.0,-24,-11.0,1037.0,NW,128.31,0,0,Saturday
9441,2011,1,9,9.0,-24,-9.0,1038.0,NE,3.13,0,0,Saturday
9442,2011,1,10,16.0,-23,-7.0,1038.0,NE,6.26,0,0,Saturday
